30774 12821 3147;30774 3147
37882 37881 36719 37883 37878;37882 37881 37878 36719
11205 30530 10030 14941;30530 14941
26267 42441 45759 23781 34530 46902 46899;42441
3605 3606;3606
30741 1137 30742 29312;30741 30742 1137
1408 1411 2901;2901
417 47489 47505 47530 47059;47530 417 47505
45807 14611 45802 45796 45790;45802 45790 45796
44383 916 917;916 917
46300 42500 46320 18753 46298 43043 30744 3144 366 46325 46309 45081 46333 46307 46341 45289 46339 46243 13681 409 5995 42499 42568 3505 1156 421 46354 113 112 1182 590;46300 3505 1182
1069 34820 33203;33203
1224 32;32
47059 47061 47473;47061 47059
24438 19316 667 797 4306 798 1389;667 798
34814 4676 11525 33038 33028 33032 173 307 750 30971 30970 33031 29 23072 778 746 3159 30754 6260 6276 4422 11699 2205 26267 803 7873;34814 4676 30754 26267
45285 45263 4849;45285 45263
22231 46331 10829;22231
92 730;92
2527 30791 29 3159;2527
5121 33028;5121
832 7653 3980 10148 2276 20521;832
5667 3995 414 165 803 152;5667 3995 152
37895 435 33705 3742;33705
759 757 45225 917;45225 917
47490 47057 47475 47487 457 49094 47489 30737 45402;47490 45402 49094
842 935 3726 221 30931 37 1222 13109;842 30931 13109 1222
986 965 2748 6655 1813 249 2055 777 1491 23072 30761 7818 5434 30931 30970 33038 33031 33028 307;30931 986
767 11847 5537 30977;5537
6920 1980;6920
7573 6538 10886;6538
42707 932 28327 37899 13342;932
44580 37878 36719 44629 43201 44606 44125 44598 44610 44583;44580 36719 44629 43201 44606 44125
1123 4912 10096 8167;4912 8167 10096
150 978 2941 3283 4024;150
39280 9090 6268;9090
45214 686;686
44582 42844 45215 44095 44134;44582
42844 133 49083 45215 45351 8725 971;45215 42844 971
23615 23066 977 4734 4736;4734
237 204;204
116 48274 18192 2135 2366;48274 18192 116 2135
650 46902 133 681 42448 41491 45265;42448 41491
49096 49098 49083 49099 49095 49105 48279 48265 42464 42439;48279 42439 49099 49105 42464 49083 49098 49096 48265
46908 46897 46909 44127 5082 3120 46925 46916 46917 46918 46900 46911 129 8705 18862 45316;46897 5082 46909 46908 46916 46918 129 18862 46925 3120
5986 45214;45214
5491 3425 39270 4733 3033 5490 17570 16109 3476 716 32209 39287 33029 41444;16109 39270 716 17570
1192 40686 4371 5427;40686 4371 5427
5751 27272 5467 39379;5467
23164 903;23164
90 23343 4544 7121 813 4718;90 23343
7316 38150 17985;17985
51069 6426 35760 2568 14932 8973 6867 13182 43377 43250;51069
290 368 1230 8068 8067 9176 10110;290 8067 368
253 375;253
50292 50306 50307 50315 49083 2022;50307 2022 50292 50306
844 50 48;48 50
1026 25905 2252 39320 28470 30061 42455;1026
45770 45410;45410
1709 174 1423 249 487;1709 174 1423
48266 48280 48285 49095 49104 49106 49105 49117 49081 41458 49116 49082 46347 46316 49114;48266 48280 48285 49081 49114
3735 20220;3735
3375 313 312 542 2508 4469 4807 3869 2083 3023 4147 3747 2740 6787 2741 7837 10149 5686 2739 6549 7352 3491 1290;542 7352 3491
4502 4503 24200;24200 4503
90 868 451 213 915 134 505 28 136 184 4713 1309 324;868 915 4713 136
47475 46347 47043 5511 15784 46930 5804 44595 46953 44591 8769 3229 46931 77 46322 46901 4509 681 28333 37889 886 1135 42843 45260 45261 42845 8643 11705 14025 9905 16778 42448;47475 46347
14510 39287 39270 3425 17347 17 41444 43156 1072 4737 2480;43156 39287 17347
5760 39432 39369;5760
39240 39244 1403 2092;2092
10623 12725 45088 39393;39393
41456 41458 41472 41451 41476 2425 246 41455 41459;41451 41458 41456 41459 41455
44697 49096 44580 7136 1944 48152 45761 44611;44697 44580 1944 48152 44611
15140 5081;15140
48266 32210 33029 975 45768 1074 48255 39256 17 177 44606 48274 48259 48282 45759 36249 45224 44915 45217 379 45780;45768 48255 48274 48259 48266 45759 45224 45217
41550 11359 14789 6589 9308 49102;41550
50297 383 15006 46332 45402;50297
9453 5113;5113
2730 1958;1958
23164 7557;23164
2842 49305;49305
48280 561 47521 41571;41571 561 48280
411 1025 3773 1130;411 3773
16109 45781;16109
45260 40663;45260
33034 3725 1125 3286 1249 7246 18;1125
5559 51;51
40999 44805;44805
39263 7009;7009
37882 37881 37873 1637 5346 1954;37881 37882
13515 33050 4524;33050
40678 40679;40678
273 262 3621 23177;262
36459 34856 34855 34857 36440;36459 34856 34857 34855
46899 781 52371 52374 51235 1814 36416;51235 46899 52374
332 2882 7180 1147 23178 23189 486 2197 23303 293;332 1147
6654 11212 11003 10498 2467 4129 6749 6867 9566;6867
23362 4013 46944 2161 40674 2945;23362
48266 48255 48280 48274 48282;48255 48274 48282
46904 46932 45864;46932 45864
46321 49123 49111 49113 49082 46322 49114 49100;49123 49082 49113 49111 49114 49100
26267 26264 26265 28339 28341;26267 28339
28335 23644 28340 28325 28389;28325 28335 28389 23644
28377 28382;28377
165 1635 1264 23086 3705;1635 165 1264
36437 36438 36431 2225 23142 1124 161 1389 24;36437 36431 23142 1389
48255 43153 33043 13248 4979 42554;48255 43153 33043 42554
8548 631 39265;8548
34852 28382 34813 33030 33041 30931 31043;31043 30931 28382
37871 37908 37898 37904 37888 30195 2755 5733 37879 30754 28858 23072 36719 37882;37904 37871 37879 37888 30195
23088 23087 23067;23087 23067
47500 47438 27255 31559 47492 43192 33214 47548 47493 47585 47547 47496;47500 27255 31559 47492 33214 47493 43192 47585 47547 47496 47438
44096 45864 44118;44096 45864
23164 167 1172 45285 36495;23164 45285
662 1313 2891 2892 4343 7437;662
4654 12410 18560 9358 22892 32982;4654 32982
486 2324 422 1016 404 571 90;422 90
46924 804;46924
50302 50336 50335 51091 50341 50328 50327 50307 49105 49083 6578 45222 45221 44629 44610 46915 45253 48718 26210 51366 4045 42499;50335 49105 50336 50328 49083 50327 45222 44610
33034 3286 39279 18;33034 18
45994 46295;46295
26491 16746 10091 26492 26493 26494 26495 26496 26497 26498 26499 26500 26501 25002 25001 26502 26503 8006 26504 8005;26492 26496 26497 26502
45213 7753;45213
45238 44808 44135;45238
39263 39274;39263
13873 37878 5973 2648 28390 844 2080 300 28359 4768 23594 1145 3470;37878 1145 4768
48266 48274 48284 32210 975 39256;48266 48274
49084 49121 49143 49080;49121 49084
2374 7314 11092 11619 13196 8801;11092
360 2172;2172
84 563;563
33048 34845 34820;33048
30791 3773 11849 6908 33 7103 3999;30791 3773
893 2264;2264
33068 31198;33068
90 7011 16962;90
44089 4107;44089
46328 2744 50315;46328
2853 6618 1573 7306;2853 7306
23081 507 23262 23305;507
47471 47505 47472 47530 47060 47061 47500 47510;47471 47505 47530 47060 47061
574 5568 4805 3665 5480;574
34823 34822 34852 4676 4810 34897 377 30790;34823 4676 34822 30790
37945 23088 1047 906 2370 2873 226;37945
40668 40679;40668
43156 43162 43154;43162 43154
661 8332 15032 36063 2346 33026;661 2346
46939 960 50317 49261 49179;49261
40678 23218;40678
44610 37871 46943 44629 44580 36719;44610 44629 36719
39287 39293 16 39264 24941;39287 39293 39264
39278 39270 39279 2932 22273 37871;39278 39270 39279
30752 30764 850 7077 1872;30752 30764
9156 7559;7559
246 6667 4140 39333;246 4140 6667
42843 42846 43221 10543 33030 41445 3037 41477;42846 43221 42843
14024 3066 1222 937 549 903 10 91 1871 143 28459;143 91
34872 36448 36440 36464 36459 36465 36140 36466 36500 34850 44595 43169 32209;36464 34850 34872 36448 36465 36466 36500 32209
12287 2349;2349
1049 1050;1049
730 94 92;92
6004 1136;6004
4610 40655 1672 42454;40655
23072 12837 26267 26266 26264 26265 28340 28389 1230 88;26267 26266 26264 26265 28340 1230 88
363 1147 1148;1147 363
46342 46332 46321 46928;46928
49305 51095 43153 45776 51070;49305 51095 43153 51070
51095 781;51095
45770 4724;45770
44112 46906 46938 46944 4319 1939 46935 23103 13038 889 46968 46933 30750 141 18192 2135 1938 4549 2002 1495 46023 2520 6487 5091 2337 4888 5092 13462 4550 857 7731 11213 8540 212 17875;1495 4319 23103 30750 46938 46935 212
49105 49098 49083 49081 50297;49105 49083 50297
3248 33079;3248
23083 23080 23142 4854 3429 488 23078 249 23068 26267 26266 23644 26264 23431 23430 13754 4045 147 1689 376 30790 7111 4920 6092 789 6399 5161 2204 2614 23070 3466 489 751 2208 1067;23083 249 26267 23644 26264 23430 4045 147 1689 5161
781 22231 45994 49105 49099;781 45994 49105 49099
40655 28858 30754 40665 40669 40660 30761 19304 7873;28858 40655 19304
45817 46298 45765 45761;45817 45765
47494 33214 43187 4676 34821 34820 43192 47547 47492;43192 43187 47494 47547 4676
2254 3306 40678 2521;40678 2521
3408 11818 6161 7356 7073;6161
13603 41492 12052 19342 9224 6529 12396 4223 11026 39393 41495;41492 41495
4949 9150 4950 9373;9150
5932 24827 4327 13263;4327
34814 34818 3399 34812;3399 34814 34818
3491 45285;3491
4134 788 473;473
15377 12329 37905 28858 37875 39293;12329 37905
46925 3120 5082 47503 47485 47488 47486 47508 47487 47492 44591 815 816 17395 5243 46332 40656 44079 4430 44080;47485 47488 47508
3399 42850 30754 44131 42448 91;42850 42448 91
30791 33037 3293 33036 31307;30791 33037
2268 41486 34820 34821;41486
10246 8813 16429 10556 11321 20763 16638;10246
14611 6421 203;6421
6421 3374 5692;6421 3374
28325 28369 23202 9400 3776 9730 3333;28325 23202 28369
90 163 380 162 406 410 776 95;90 380 776 406 162 95
51102 51105 50440 51112;51112 50440 51105
1499 90 1467;90
33029 33030 33043;33029
18153 49130 50296 50304 44095 50327;50304 44095 50296
634 203;203
14241 23697 47518;47518
21145 14425;14425
888 1138 1951 2105 4515 1139 3320 4516 3012 53 3010 54 820;3010
51738 50403 49690 49554 49310 49319;51738
47935 47526;47526
23755 8270 1937 8958 3509 11743;1937
3155 45994 46295 46297 43043 46299 46296 36437 381 46353;46295 43043 45994 46297 46299 46296 46353
26267 26266 28339 28340 28389 7136 152;26267 28389 26266 152 28340
3640 2075 1770;1770
6898 28328 45214;45214
45815 23362 46324 1495 1013 4549;46324 1495
30970 611 133 487 23078 34814 34818 34815 12404 490 707;611 30970 23078 34818 34815 490 707
2207 611 638 28435 4595;638 4595
30740 9887 16109 804 28266 4370 4556;30740 804
6922 41933 41474;41474 6922
37317 4610 36745 2316 6076 19352 6074 10176 351 14514 9776 24021 9701 3531 7018 37895 3427 1467 16644 3919;4610 9776 3531 3919
7502 15902;7502
16535 46968 46938;46968 46938
36765 37871 37920;36765 37871
30761 29 611;30761
167 39242 2372 36465;167
10428 9439 6139;10428
51080 51095 51132 51074 51100 51113;51095 51132 51113
49096 49097 49117 49081 46908 50336 131 707 30754 183 1485 49152;49096 49097 46908 1485 49152 49117
377 4810 2424;377
40686 23602 11517 9853 45768 45767 45786 4595 40667 3465 2225 45817 45260 45774 42845 4063 1427 9888 3341 46297 33149 46315 46065 46339 1631 9478 1728 7619 8573;40686 40667 45774 42845 46297 4063 23602 33149 8573 1427
5419 49112 52293 52289 52286 51813 47043 49089 49114 52275 51822 49109 47487 46332 52311 52298 52273 52314 15647 52340;52289 52293 51813 52275 49112 52314 52298 51822 52273 52311 52340
917 45225;917
45763 45764 4595;45763
7000 13313 3888 8394 40655;7000 3888 8394
7105 892 891 9002 8847 30763 1070 2244 4697 477;30763 1070 892 2244
28447 90;90
42473 41535 42448 30761 36431 42490 41491 42439 42449 42451 5774 23644;42473 42490 42439 23644
39271 2947 28389 40655 40669 40680 37875 487;2947 39271 40655
51127 45829 48260 44617 51120 49099 51089;45829 51127 51120 48260 51089
40655 28333 40657 30761 40671 3776 9400 9401 23202 2589 2511 13996;2589 40657 40655 40671 13996
36468 36445 30776 13147 37882;37882 36468
47 28324;47
639 561;639
28333 4615 744 1068;28333 744 1068
51097 51109 51105 50440 51106;50440 51106 51109
48266 3009;48266
28328 16109 2736 26267 26265 23644;16109 28328
36464 41491 42477 42448 43151 18;41491 42448 18
48266 48256 48280 48255 48297 48310 48252 13248 48286 49095;48297 48280 48255 48256 48310 13248
39280 1216 662 1313 899 4911 1019;899
44141 43153 43209 44600 45759 46939 46923 3030 792 4932 45794 48282 48274;44600 48282
33048 37907;33048
1080 90;90
41492 41486;41486
4407 4013 141;141 4013
23071 488 23078 249 778;23071
8307 937 12606 30695 17647 5266 38620 6640 1671 34815;937
49099 49102 960 50316 2425 49103 2092;49099 49103
1463 30640 4636 44083;30640
2871 839;839
2593 45326 45280 45781 45375;45280 45375 45781
37871 120;120
34843 300 33030 751 489;34843 300
82 4312 3605 2681 2512 2515 2514 2072 6430;82
8875 28452 1954;8875
584 44630 43268 43356 4749;44630 43268
20180 43268 15098;43268
2962 13462 5092 45864;45864
39240 39256 39279 39251;39240 39279
3399 34814;34814
50304 50305 25355 49130 18153 46307 45351 3223 30784;50304 30784
22203 4408 49130 25355 18153 50294;4408 22203 18153
7391 42737 2860 28418 9335;7391 42737
4770 22094 39389 14456;39389 14456
139 140;140
42478 42444 42452 772 7064 773 92 730 37910 43151 17221 31043;92 43151 17221 31043
10219 8678 23862;8678
37901 2755 23068 249 226 3049;2755 37901 249
8279 15076 14766 8278;14766
39270 39288 39297 40671 39300;39270
44092 44134 44106 42456 44073 1137 30790 43718 43175 44095 44131 44097 44116;44092 44097 44134 44106 1137 44095 44131 44116
45756 42439 116;45756
51095 51139 51113 51099 51129 49083 32188 50201 51094 133 611;51095 51099 32188 51139 51113
31365 32579;31365
21540 584;21540
49274 3504;3504
46975 47539;47539
1005 32210 33030 30931;32210 30931
47547 47494 33214 47495 44584 47492 43192;47547
39286 43153 39276 549 719 1096 634 204 438 1085 2371 28329 28362 300;39276 549 438 300
1583 5887 1021;1583
43148 34817 43168 30931 33034 32210 44083;32210 33034 43168 30931 43148
2755 1939 4366;2755 4366
26266 28343 23078 1292 26267 937 117;26267 26266
45213 44948 45255;45213 44948
318 251 14438 2428 7424 9778 2259 2255 4297 250;4297
31972 32209 371 3034 1369 3033 3035 1824 7070 30931 33059 31127 3019;32209 3019
2739 542 7940 7731 9564 11367 3504 44578;44578
45994 46295 4615 46331 46307 46298 37882;45994 46295 4615 46331 46307 46298
45994 46315 244 46928 46910 46909 135 750 45774 46902 5652 46958 46920 46937 46330;46315 46920 46330
34820 34821 4676 34819 1671 34812 33028 750;34821 34819 34820 33028 34812
2700 1782 561;1782
7753 51124 45213 49305 49261;51124
50307 50315 49308 50302 50295 50294 50301;50307 50295 50301
36461 36413;36461
3642 23981 3032 30756;3032
3526 3559;3526
90 875 2445 45221 45253 874 44948;875 44948
24253 24254 9598 897 48312 48074;48312
3735 23393 494 3736;3735 3736
977 1264 630 90 574 32 534 23101;977 1264 32 23101
41456 111 40667 39304 6937;41456 111 39304
1469 14645 20977 24861 29444 7884 25608 26439;1469 25608
204 205;204
47059 47058;47058
92 37910;92
42457 43199 43208 37898 2665;42457 43208 37898
150 1066;150
32210 33029 17;32210
285 561;561
39322 31529;31529
23164 28324 116;116 28324
47438 47548 47493 47585 47507;47548 47493 47438 47585
45213 45244 45233 3446 3448;45213 45233
47471 47059 47505 1147 439 47058;47471 1147
49155 49113 49111 49093 45224 3935 49107 43148;49113 49111 49093 49107
634 116 45268 117 937 45361 45312 46925 3120 6143;3120 116
1643 72 2024 252 1571;72 1571
14959 868;868
50327 50328 1485 50324 50335 49083 49097 49106 2870;50327 50324 50335 49083 49097
30746 33034 1047 23088 23087 8947;23087
32210 33029 33030 31043 33034;33029 31043 33034
5107 5958 3793 13693;5107 13693 5958
41571 332 9225;41571 332
2440 27272 8315 27114 8978;2440
5425 2184;5425
3642 31285;3642
45994 46913 46977 37878 46920 42443 7062 3616 46295;45994 46913 46295 46977
2286 92 767 2020 11847 768 769 30977;92 30977
32210 48266 4030 4029;48266
37881 37901 37871 37882;37881 37901 37882
33029 33033 32210 30931;32210 30931
23066 23067 23265;23066 23067
46902 42846 1135 42473 44097 44614 30971 39255 37900 39273 42439 34817 46330 44082 2718 41592 46321 47490 47057 47487 47497 19857 22679 4933 14023 45257 2665 37898 44153 37876 3429 44663 275 5774 3410 3227 942 43201;44082 44614 22679
39248 40661 5766 40672 40666 40663;40666 40663
2989 1820;1820
1067 1162 327;327 1067
1637 37871 37883 36719 37878 1636 37872;37878 37883 37871
1239 1554 4747 2775 26266 23644 26264 28340 22958 23831 16852 3523 99;1554 26266 23644 2775 4747 99 28340 26264
44112 23164 439;44112
33369 2452 39495;39495 33369
42477 44628 12433 44607 4038;44628 42477 44607 4038
33026 33029 173 33028;33026
51080 51095 51099 51132;51080 51132
47626 46951;46951
47471 47472 47505 44579 46918;47471
30776 1137 30790 30760 30744 30747 30751;30776 30790 30744 30760 30747 30751
51100 51113 51120 51070;51120 51100 51113
44585 44582 44581 44614 44611 33026 44097;44585 44582 44581 44614 44611 33026
46902 49083 45215 49099 50327;49099 46902 50327 49083
5082 3229 3120 3121 46916;5082 3229 3120 46916
253 976 375 433;253 433
30764 13621;30764
4652 43182 42850 42848 40655 34815 42845 42849;42849 40655 4652 43182 42850
14008 3351 214;214
48291 953;48291
916 11255 682;916
47492 43192 3410 44153 37898;47492 43192
4408 22203 20537 49128 19898;22203 4408
122 11154 5310 9199 8133;122
2665 46329 414 44583;44583
30931 561 639 30756 23509;30931 561
317 30745;30745
27 170 28 137 751;751
36249 45759 31043;36249 45759
33705 39274 1051 3744 3743;1051
15752 23675 23178;15752
2497 3014 3011 37895 6493;37895 6493
9158 8315 4638 13683 8978 11093 8125 2500 26835 347 4578 5331;9158
30753 41451 13342 5300 36745;41451 30753
46354 44890 45781 9074;46354
46894 46896 46895 46901 3229 6312 3230;46894 46896 46895 46901 3229
473 91;91
29312 30740 611 584;29312 30740
1572 7306 2853 874 4311 1573 3084 11256;2853 7306
3229 46953 3120 46931 46925 15784 46930 46895 46896 44599 46918 46917 46916;46953 3120 15784 46896 46916 46931 46930 3229 46917 46895
39270 39302 39320 39287;39270 39302 39287
36455 6379;6379
21141 28450 11169;28450
23083 47 23096 23075 9682 1938 2941 978 4398 2161 23617 23362 4399;23083 23096 2941
49180 49179;49179
1128 33048;1128
37915 175 34815 40660 42849 1640 638 37879 39255 614 41461;37915 40660 37879
45280 45781 25475 45375;45280 45781 45375
47492 47517 44089 47535 7663;47492 47517 7663 44089
37906 23331 3961 5373 37881 37882 37901 26267 2689 36417 34815 488 2208 37905 3615 2224 37876 1382 28389 13926 18386 32210 2760 37899 1746;37882 37901 37881
46977 43188 46980 37881 37882;37881 46980 43188 46977
36431 325;325
46928 5082 3229 15784 46895 46931 46896;46895 46928 15784 3229 46896
33026 867 3014 4516;33026
36439 36422 36424 36423 174 28341 944 2328 1112;174 36439 36424 36423
5593 680;680
1851 741 1523 41451 9513;1851 1523 9513
2407 2406;2406
34820 1069 11525;34820 1069
28352 30758;28352
3303 10260 647 3140 168 2234 648;2234 10260
26267 46937 306 244 1252 44646 46328 46943 1857 15532;1252 46937
2512 26267 26266 23068 488 26264 23644;26266 23068 26264 23644
39248 37912 1153 343;37912
422 1412 39249 14507;422
39263 37895 39264 37902 39253 3332;39263 37902
49102 51096 49261 417;49102
132 1347;1347
39256 39288;39256
578 579 318;318 578
1782 48280 47532 34929 47483 47509 46314;1782 48280 47532 47483
67 2265;67
50317 50305 49128 50304 49135 41583 48354;50305 49128 49135 41583 48354
